# Values, Stops, Objectives
17.209769,0.000000,1
-0.000000,0.000000,1
8.839759,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
4.977972,0.000000,1
5.285725,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
3.661993,0.000000,1
3.625688,0.000000,1
7.434595,0.000000,1
4.783029,0.000000,1
0.000000,0.000000,1
1.626349,0.000000,1
16.843571,0.000000,1
26.672331,0.000000,1
22.502769,0.000000,1
20.500089,0.000000,1
35.942710,0.000000,1
13.681145,0.000000,1
6.193444,0.000000,1
0.000000,0.000000,1
0.216973,0.000000,1
13.454332,0.000000,1
0.000000,0.000000,1
27.831096,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
4.661499,0.000000,1
0.000000,0.000000,1
25.158042,0.000000,1
32.114127,0.000000,1
11.992089,0.000000,1
5.854121,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
1.220775,0.000000,1
0.000000,0.000000,1
39.706411,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
16.208157,0.000000,1
0.084228,0.000000,1
0.000000,0.000000,1
9.105515,0.000000,1
20.692809,0.000000,1
26.294134,0.000000,1
28.500693,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
25.294254,0.000000,1
1.725171,0.000000,1
38.482181,0.000000,1
35.337435,0.000000,1
1.416509,0.000000,1
20.170906,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
23.478441,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
15.035861,0.000000,1
30.197395,0.000000,1
3.044716,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
7.708229,0.000000,1
2.355694,0.000000,1
15.792070,0.000000,1
0.000000,0.000000,1
5.995231,0.000000,1
5.890287,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
1.324785,0.000000,1
0.000000,0.000000,1
3.591422,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
19.290198,0.000000,1
14.988988,0.000000,1
0.000000,0.000000,1
13.516148,0.000000,1
13.464824,0.000000,1
27.475918,0.000000,1
3.703032,0.000000,1
21.459929,0.000000,1
1.381756,0.000000,1
25.633334,0.000000,1
0.000000,0.000000,1
19.999612,0.000000,1
-0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
17.649783,0.000000,1
10.731746,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.779797,0.000000,1
18.706528,0.000000,1
0.004536,0.000000,1
0.000000,0.000000,1
-0.000000,0.000000,1
0.000000,0.000000,1
29.424117,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
39.196924,0.000000,1
38.552164,0.000000,1
7.251271,0.000000,1
0.000000,0.000000,1
28.742168,0.000000,1
0.000000,0.000000,1
34.393655,0.000000,1
0.000000,0.000000,1
18.212766,0.000000,1
10.834484,0.000000,1
6.502846,0.000000,1
26.320576,0.000000,1
10.461867,0.000000,1
0.388197,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
-0.000000,0.000000,1
6.909199,0.000000,1
7.295681,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
23.856508,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
7.404216,0.000000,1
25.525137,0.000000,1
13.520807,0.000000,1
2.042646,0.000000,1
-0.000000,0.000000,1
22.340986,0.000000,1
0.000000,0.000000,1
8.755853,0.000000,1
21.135250,0.000000,1
0.537052,0.000000,1
0.000000,0.000000,1
28.320587,0.000000,1
0.000000,0.000000,1
2.177570,0.000000,1
7.062241,0.000000,1
0.000000,0.000000,1
11.543137,0.000000,1
3.567175,0.000000,1
11.735708,0.000000,1
7.151185,0.000000,1
76.779417,1.000000,1
0.000000,0.000000,1
24.422496,0.000000,1
0.000000,0.000000,1
0.056089,0.000000,1
5.052723,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
43.061095,0.000000,1
0.408341,0.000000,1
3.406071,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
49.740891,0.000000,1
20.262236,1.000000,1
-0.000000,0.000000,1
13.225472,0.000000,1
64.353666,1.000000,1
26.364349,0.000000,1
0.000000,0.000000,1
6.987101,0.000000,1
25.676223,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
18.644251,0.000000,1
23.925599,0.000000,1
0.000000,0.000000,1
0.024521,0.000000,1
-0.000000,0.000000,1
4.341099,0.000000,1
1.475402,0.000000,1
0.824258,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
36.936729,0.000000,1
44.111428,0.000000,1
58.375968,0.000000,1
0.000000,0.000000,1
0.390247,0.000000,1
0.000000,0.000000,1
14.290704,0.000000,1
29.074303,0.000000,1
5.307414,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
12.901511,0.000000,1
16.391927,0.000000,1
0.000000,0.000000,1
0.286249,0.000000,1
0.000000,0.000000,1
27.685334,0.000000,1
0.000000,0.000000,1
24.934372,1.000000,1
0.000000,0.000000,1
10.510234,0.000000,1
3.255187,0.000000,1
26.521893,0.000000,1
9.574551,0.000000,1
28.332650,0.000000,1
8.599360,0.000000,1
2.316226,0.000000,1
25.162028,0.000000,1
0.608519,0.000000,1
0.000000,0.000000,1
4.770910,0.000000,1
0.000000,0.000000,1
16.459614,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
18.132868,0.000000,1
0.000000,0.000000,1
5.045201,0.000000,1
7.059016,1.000000,1
20.326039,0.000000,1
16.826405,0.000000,1
0.000000,0.000000,1
19.995390,0.000000,1
17.577119,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.032536,0.000000,1
24.138028,0.000000,1
14.626825,0.000000,1
0.000000,0.000000,1
10.995716,0.000000,1
0.078628,0.000000,1
0.000000,0.000000,1
9.191855,0.000000,1
17.703454,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
11.399229,0.000000,1
6.059055,0.000000,1
0.000000,0.000000,1
28.388960,0.000000,1
0.040786,0.000000,1
0.000000,0.000000,1
0.073849,0.000000,1
9.928549,0.000000,1
0.000000,0.000000,1
23.285936,0.000000,1
18.576701,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
30.207965,0.000000,1
15.253856,0.000000,1
29.280079,0.000000,1
0.499661,0.000000,1
13.145051,0.000000,1
17.683318,0.000000,1
24.458795,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
4.093220,0.000000,1
0.000000,0.000000,1
8.854537,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
15.325648,0.000000,1
22.216473,0.000000,1
14.065986,0.000000,1
2.250302,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
34.695524,0.000000,1
0.000000,0.000000,1
1.011870,0.000000,1
0.000000,0.000000,1
1.364158,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
3.174099,0.000000,1
0.000000,0.000000,1
58.808196,0.000000,1
0.000000,0.000000,1
65.832025,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
15.966683,0.000000,1
0.000000,0.000000,1
50.842974,0.000000,1
11.944297,0.000000,1
0.000000,0.000000,1
16.582473,0.000000,1
0.000000,0.000000,1
21.547177,0.000000,1
16.825825,0.000000,1
24.126393,0.000000,1
23.320703,0.000000,1
8.655036,0.000000,1
16.965255,0.000000,1
0.110326,0.000000,1
22.305655,0.000000,1
21.018711,0.000000,1
0.000000,0.000000,1
4.962215,0.000000,1
0.702191,0.000000,1
2.168156,0.000000,1
7.248478,0.000000,1
22.053886,0.000000,1
0.895643,0.000000,1
37.059476,0.000000,1
32.893966,1.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
7.345324,0.000000,1
32.854558,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
14.164383,0.000000,1
50.783116,0.000000,1
7.694708,0.000000,1
11.761092,0.000000,1
1.493990,0.000000,1
62.194471,0.000000,1
5.164941,0.000000,1
30.166733,0.000000,1
12.500045,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
20.390199,0.000000,1
41.424677,0.000000,1
3.777889,0.000000,1
0.996721,0.000000,1
4.982403,0.000000,1
26.761283,0.000000,1
0.000000,0.000000,1
17.419539,0.000000,1
18.390866,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
49.542749,0.000000,1
0.000000,0.000000,1
18.685963,1.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
25.228866,0.000000,1
34.588688,0.000000,1
0.061246,0.000000,1
0.000000,0.000000,1
42.346213,0.000000,1
12.239857,1.000000,1
6.285808,0.000000,1
27.694589,0.000000,1
1.628876,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
30.001887,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
18.936329,0.000000,1
11.382349,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
28.491836,0.000000,1
0.000000,0.000000,1
9.115095,0.000000,1
16.392080,0.000000,1
40.288306,0.000000,1
10.742790,0.000000,1
0.133624,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
43.016075,0.000000,1
6.606971,0.000000,1
0.000000,0.000000,1
16.854428,0.000000,1
26.014829,0.000000,1
3.948868,0.000000,1
22.411527,0.000000,1
0.000000,0.000000,1
12.472722,0.000000,1
0.875780,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
13.696442,0.000000,1
26.671709,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.013324,0.000000,1
5.496387,0.000000,1
5.551837,0.000000,1
48.638970,0.000000,1
0.000000,0.000000,1
3.363112,0.000000,1
18.948667,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
25.609672,0.000000,1
26.460643,0.000000,1
25.916087,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
1.659743,0.000000,1
18.198371,0.000000,1
33.683328,0.000000,1
1.704559,0.000000,1
3.663014,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
25.744243,0.000000,1
0.000000,0.000000,1
30.565445,0.000000,1
1.362101,0.000000,1
5.397762,0.000000,1
0.000000,0.000000,1
14.450568,0.000000,1
22.410167,1.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
14.784888,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.747323,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
6.401282,0.000000,1
59.629852,0.000000,1
9.907255,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
3.182428,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
9.571121,0.000000,1
26.337160,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.727503,0.000000,1
0.055163,0.000000,1
0.000000,0.000000,1
14.012090,0.000000,1
0.000000,0.000000,1
17.191273,0.000000,1
0.000060,0.000000,1
18.693151,1.000000,1
0.000000,0.000000,1
18.292209,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
4.084124,0.000000,1
26.564482,0.000000,1
0.000000,0.000000,1
17.888134,0.000000,1
25.434911,1.000000,1
22.345759,0.000000,1
13.698302,0.000000,1
15.912802,0.000000,1
45.026744,1.000000,1
136.019696,1.000000,1
30.701143,0.000000,1
0.000000,0.000000,1
20.073788,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
24.457871,0.000000,1
1.388301,0.000000,1
3.106986,0.000000,1
18.247174,0.000000,1
21.128274,1.000000,1
5.380010,0.000000,1
12.954089,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
24.577594,0.000000,1
19.800647,0.000000,1
3.752701,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
30.752234,0.000000,1
0.000000,0.000000,1
70.215345,0.000000,1
17.693542,1.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
11.045433,0.000000,1
0.000000,0.000000,1
30.637349,0.000000,1
32.059247,0.000000,1
0.000000,0.000000,1
9.871021,0.000000,1
0.000000,0.000000,1
24.204932,0.000000,1
24.175261,0.000000,1
2.082144,0.000000,1
11.543733,0.000000,1
39.271365,0.000000,1
27.039581,0.000000,1
8.250377,0.000000,1
7.679013,0.000000,1
0.000000,0.000000,1
55.698339,1.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
13.460638,0.000000,1
1.901707,0.000000,1
0.000000,0.000000,1
0.088519,0.000000,1
13.117366,0.000000,1
6.897140,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
24.962087,0.000000,1
30.873581,0.000000,1
0.000000,0.000000,1
5.494122,0.000000,1
19.947879,0.000000,1
2.717292,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
38.548905,0.000000,1
0.000000,0.000000,1
14.333510,0.000000,1
0.000000,0.000000,1
1.387214,0.000000,1
10.229035,0.000000,1
11.033654,0.000000,1
24.360630,0.000000,1
0.287179,0.000000,1
0.000000,0.000000,1
8.226561,0.000000,1
21.477017,1.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
27.991881,0.000000,1
1.072839,0.000000,1
0.264338,0.000000,1
14.723023,0.000000,1
8.745169,0.000000,1
2.405985,0.000000,1
1.204995,0.000000,1
14.863072,0.000000,1
10.960832,0.000000,1
16.911511,0.000000,1
40.774867,1.000000,1
16.492819,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
15.350302,0.000000,1
15.211809,0.000000,1
0.000000,0.000000,1
11.712446,0.000000,1
0.000000,0.000000,1
13.512682,0.000000,1
12.252381,0.000000,1
40.074101,1.000000,1
20.869928,0.000000,1
87.151030,0.000000,1
40.765107,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
48.934758,0.000000,1
13.299103,0.000000,1
5.773536,0.000000,1
12.748061,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.138606,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
11.543590,0.000000,1
7.833035,0.000000,1
32.213487,0.000000,1
23.311953,0.000000,1
26.499368,0.000000,1
0.000000,0.000000,1
49.040605,0.000000,1
29.214645,0.000000,1
11.571446,0.000000,1
45.448106,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
32.792402,0.000000,1
21.615973,0.000000,1
0.000000,0.000000,1
6.877874,0.000000,1
33.581675,0.000000,1
0.000000,0.000000,1
4.959156,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
4.490565,0.000000,1
0.000000,0.000000,1
19.005482,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.515676,0.000000,1
0.326692,0.000000,1
0.000000,0.000000,1
4.183764,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
27.673444,0.000000,1
0.000000,0.000000,1
34.522469,0.000000,1
26.915590,0.000000,1
20.610948,0.000000,1
2.614906,0.000000,1
36.602117,0.000000,1
0.000000,0.000000,1
26.158404,0.000000,1
0.000000,0.000000,1
17.121797,0.000000,1
21.927097,0.000000,1
27.453645,0.000000,1
22.050948,0.000000,1
2.957401,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
1.374067,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
26.335493,0.000000,1
0.000000,0.000000,1
15.353583,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
4.286515,0.000000,1
1.937192,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
20.244861,0.000000,1
77.047903,1.000000,1
23.797487,0.000000,1
0.000000,0.000000,1
8.705096,0.000000,1
0.000000,0.000000,1
1.432500,0.000000,1
20.092378,0.000000,1
12.632952,0.000000,1
0.000000,0.000000,1
20.925895,0.000000,1
1.414044,0.000000,1
9.242769,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
8.945116,0.000000,1
0.000246,0.000000,1
30.071871,0.000000,1
56.654388,0.000000,1
0.000000,0.000000,1
0.929208,0.000000,1
0.282336,0.000000,1
0.000000,0.000000,1
2.569321,0.000000,1
43.256035,0.000000,1
1.704456,0.000000,1
7.102323,0.000000,1
7.207202,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
21.054128,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
16.309072,0.000000,1
9.552922,0.000000,1
0.000000,0.000000,1
0.652312,0.000000,1
4.832392,0.000000,1
7.757217,0.000000,1
15.651057,0.000000,1
0.000000,0.000000,1
0.018006,0.000000,1
14.307454,0.000000,1
22.437962,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
14.802836,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
8.988117,0.000000,1
0.000000,0.000000,1
9.442743,0.000000,1
17.894901,0.000000,1
0.000000,0.000000,1
32.129149,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
55.916679,1.000000,1
9.462279,0.000000,1
0.000000,0.000000,1
0.203981,0.000000,1
0.000000,0.000000,1
31.636337,0.000000,1
19.398613,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
16.321825,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
23.889563,0.000000,1
17.208602,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
1.798277,0.000000,1
0.000000,0.000000,1
17.548220,0.000000,1
2.479219,0.000000,1
10.910812,0.000000,1
25.941164,0.000000,1
57.187831,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
3.403265,0.000000,1
7.061821,0.000000,1
9.176043,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
48.631797,0.000000,1
0.000000,0.000000,1
1.084892,0.000000,1
26.434596,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
9.807575,0.000000,1
0.000000,0.000000,1
28.372824,0.000000,1
0.080276,0.000000,1
3.314943,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
5.891274,0.000000,1
0.838189,0.000000,1
21.006287,0.000000,1
15.324023,0.000000,1
12.031393,0.000000,1
0.000000,0.000000,1
7.459364,0.000000,1
0.000000,0.000000,1
-0.000000,0.000000,1
0.000000,0.000000,1
24.173353,0.000000,1
18.109571,0.000000,1
19.698172,0.000000,1
12.722576,0.000000,1
4.502855,0.000000,1
21.680405,0.000000,1
27.354092,0.000000,1
23.741964,0.000000,1
0.000000,0.000000,1
26.125993,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
8.512589,0.000000,1
0.694108,0.000000,1
0.000000,0.000000,1
12.962019,0.000000,1
0.000000,0.000000,1
16.350244,0.000000,1
12.218590,0.000000,1
0.000000,0.000000,1
71.974613,0.000000,1
0.474546,0.000000,1
0.019700,0.000000,1
21.965600,0.000000,1
19.044010,0.000000,1
47.578307,1.000000,1
0.000000,0.000000,1
0.522681,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
15.297418,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
8.347313,0.000000,1
44.559202,1.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.007512,0.000000,1
19.788422,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
29.470999,0.000000,1
0.000000,0.000000,1
21.714022,0.000000,1
41.935992,0.000000,1
55.124167,0.000000,1
18.463118,0.000000,1
1.212982,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
15.144633,1.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
9.402007,0.000000,1
5.713373,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.708940,0.000000,1
6.384657,0.000000,1
2.798141,0.000000,1
23.143748,0.000000,1
3.072525,0.000000,1
16.061061,0.000000,1
0.000000,0.000000,1
21.569233,0.000000,1
0.000000,0.000000,1
55.505920,0.000000,1
0.000000,0.000000,1
6.952488,0.000000,1
5.231380,0.000000,1
20.051299,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
22.272916,0.000000,1
4.483679,0.000000,1
16.832232,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
18.559291,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
10.333825,0.000000,1
7.663387,0.000000,1
16.897103,0.000000,1
12.500474,0.000000,1
0.000000,0.000000,1
23.040751,0.000000,1
22.837817,0.000000,1
9.618168,0.000000,1
0.000000,0.000000,1
47.777025,0.000000,1
1.795267,0.000000,1
0.000000,0.000000,1
25.637127,1.000000,1
0.000000,0.000000,1
5.949574,0.000000,1
18.311529,0.000000,1
20.850012,0.000000,1
9.119182,0.000000,1
-0.000000,0.000000,1
11.262315,0.000000,1
0.000000,0.000000,1
0.774868,0.000000,1
0.000000,0.000000,1
12.104654,0.000000,1
7.410549,1.000000,1
15.681933,0.000000,1
8.137777,0.000000,1
0.000000,0.000000,1
25.078452,1.000000,1
0.000000,0.000000,1
0.012128,0.000000,1
3.171577,0.000000,1
12.863303,1.000000,1
12.701914,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
17.620467,0.000000,1
0.000000,0.000000,1
3.401134,0.000000,1
0.179899,0.000000,1
0.000000,0.000000,1
64.334368,0.000000,1
0.000000,0.000000,1
19.514983,0.000000,1
0.000000,0.000000,1
88.115240,0.000000,1
16.206622,0.000000,1
21.123072,0.000000,1
23.649791,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
14.694687,0.000000,1
0.000000,0.000000,1
1.196165,0.000000,1
15.232162,0.000000,1
0.000000,0.000000,1
6.518953,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
0.000000,0.000000,1
5.246465,0.000000,1
23.627879,0.000000,1
0.000000,0.000000,1
2.291526,0.000000,1
0.000000,0.000000,1
12.653603,0.000000,1
23.684961,0.000000,1
16.121604,0.000000,1
0.000000,0.000000,1
32.763585,0.000000,1
22.082001,0.000000,1
0.000000,0.000000,1
26.954653,0.000000,1
23.269492,0.000000,1
0.094793,0.000000,1
4.992971,0.000000,1
0.000000,0.000000,1
28.504471,0.000000,1
0.000000,0.000000,1
26.452513,0.000000,1
3.296698,0.000000,1
8.600021,0.000000,1
